text,label
I hope the regular chat room opens up soon.,0
Needless to say we were scared to death.,1
"Happy Anniversary, wow 24 years, now that is worth celebrating!!!!!!!!!!",0
Pat wishing you the very best outcome tomorrow.,2
Listen to relaxation tapes to ward off panic attacks.,0
Only one drain tube is a good deal!,0
Said I was very lucky cause this had not shown on pet scan.,0
Big hugs and in my families prayers,2
Sorry to hear you are dealing with all of this.,2
I have never gone though this but just wanted to say I am thinking of you..,2
"Felt good and normal :)  And I grease up with my all time favorite before bedtime , coconut oil!",0
Hugs to you as you go forward with your mammo exam.,2
I have already found comfort in the posts I have received.,0
So to me it seems like a real crap shoot.,1
"Unfortunately, I didn't get off work in time to meet with them so I got the information from my brother.",0
"He is on prednisone, and is experiencing alot of congestion.",0
If you can get to major research/treatment facility such as MD Anderson or Sloan Kettering you might get the help you need,0
"And, remember, there is NOT a time line on these things.",0
Long term hope and remission sound like a very good prognosis to me!,0
I do not except to be cured or the cancer to regress.,1
"I'm not a very fast typer(hunt and peck),but I would love to have open cyber-chat with you guys sometime!",0
I'll be recuperating and unable to do much of anything so I will send you all of my remaining strength.,2
I would apply an hour before treatment and felt absolutly no pain.,0
I thought your poem was awesome it was straight to the point and cute.,0
"Also, my bones are a little achy and apparently that is my bones working overtime trying to produce more red blood cells.",0
Is it so weird I put so much on my appearance and not living a long life?,1
Very nervous and scared it's in the lymph nodes.,1
All it takes is one cell left behind to grow and spread.,0
"I have stage 4 lung cancer, It is still confined only to both of my lungs.",0
It also took almost an hour to get in place.,0
"So glad you found an Oncologist that you are happy with & he spends ""quality"" time with you.",0
I am new to site and am 47 yr old female.,0
I wouldnt have been able to sleep without it.,1
Keep using the aquaphor or whatever your doctor gave you for a few weeks.,0
"However, this site has helped me out a lot.",0
Reading posts on this site has been a blessing!,0
It sounds really scary but try not to worry about the surgery too much.,2
This after a hospital stay and numerous tests and xrays and ct sacans none of which showed anything positive.,0
"I was diagnosed in June of 2008 with Stage IIIC estrogen positive, her2 negative at the age of 46.",0
I guess with cancer it can be the same way.,0
I will find out when i start radiation on Tue.,0
You are so wise to encourage all of us to listen to our bodies and seek treatment.,0
I am glad you're going to have further tests Teri to find out what is going on with you.,2
I am so sorry to hear your news.,2
I'm glad to hear your husband is doing well-it gives me hope!,2
"I have found so much info and support on this site, and yet they accept me for who I am.",0
I just had my upper left lobe of lung removed on July 7th.,0
Marinol is expensive when not covered by insurance.,0
The good things that I realized include that the stats don't describe individuals and that research is being done.,0
Anyone out there who had a low grade lung cancer and have a recurrence?,1
All that is known is that X% of people with withever stage/grade you have recurred after X number of years.,0
She went with alternative treatment instead and eventually convinced herself she was cancer free.,0
No the tumors did not grow but yes she has been in pain.,1
Guess I am more scared cause this has been very speedy.,1
The solution that is given during a PET scan has sugar in it.,0
and you are getting at least SOME drainage (can also be just a serious looking fluid) you are likely just fine.,0
When I combed my hair is when I started noticing the strands on my comb.,0
He can barely walk at all and sleeps almost all the time.,1
Rather like the feeling of having left rubberbands in toooooo long!,1
Huge Hugs oh esteemed secretary of DS and P.O.D.S Clubs..............,0
People have asked me how I was able to handle this or that treatment/process.,0
"I myself have had no symptoms, but it is just one more thing to stress about within the Big Cancer Picture.",1
I (and many of us) understand the frustration.,2
The radiologist feels that the smooth appearance of the dye line indicates scar tissue absorbing the dye.,0
The vertebrae were repaired by kyphoplasty but other pain persisted.,0
I liked the idea of wearing the bra on top of the undershirt I bet that worked.,0
That left 3 of us in our office.,0
"Oh yeah, don't be hesitant to accept help/meals/etc from friends.",2
Sometimes he would drive an hour out of his way!,0
I flew up to check on my dad 4 weeks ago.,0
"Been tired, i have been posting, but have not been putting up any new posts.",0
"Never give up hope, they are daily making break throughs!",2
These can be great to prevent cancers but not when you actually have cancer.,0
We miss you and so do your penguins.,2
Is there a special bra or better prosthesis out there?,0
"She has stage 2 breast cancer and will be undergoing CAF treatment, followed by tomaxifin.",0
so he is basically stuck at home watching TV.,0
hopefully you're working with a specialist now that you've had your PET Scan.,0
He said what the tech based the statement on had nothing to do with anyone being high risk.,0
I have no bad side effects and I feel great.,0
None of these terms were told to us directly.,0
"There were others that were initially there, but drifted away.",1
I have been having the worst infected hair follicles under my arms since chemo.,0
"Sorry to hear that, we all make some very bad choices in life that we wish we could change.",2
"I feel silly because Mom is the one sick, yet I find myself with all these different emotions.",1
Thank you for the opportunity to represent CSN.,0
The doctors do not have any options for him.,1
Because if alternative treatments worked why aren't more people using them.,0
Evidently she didn't realize this was blood work ordered by my oncologist as it seems my tumor markers were way elevated.,0
"Hi, four weeks ago I had a lower left lobectomy.",0
They admitted her yet again and now she in on 3 different kinds of antibiotics.,0
Nothing for the left lung at this time as they are most concerned with the right lung.,0
has anyone tried any lotions or creams to help?,0
This is as much information as any of us have been given.,0
"By their expressions and actions, we know they are small-minded, unsympathetic, and without an iota of compassion.",1
survival by taking radiation and chemo simultaneously (you can find the info on the web).,0
"If she has weight issues already, you might want to get some Ensure Plus for weight gain.",0
"For most of us things like surgery, chemo, and radiation help keep the ""beast"" at bay.",1
she said it will help me sleep better so i can go off my ambien.,0
If I can help any further let me know Or you can call me at NUMBER,0
"Makes you wonder lately, if one has breast cancer then maybe all female organs need to be removed.",0
I am not feeling well and wonder how long it will take to get through the horrible feeling.,1
"Thats why I caught my bc early, but not early enough not to have chemo and I'll have surgery to follow.",0
The doctors did not recommend or offer chemo or radiation.,0
"I had it twice a week, an hour each appt.",0
I got sores in my mouth each cycle.,0
I had a tram flap 3 years ago and I'm still numb and will always be.,1
I thought they have some integrity as medical doctors but I am wrong.,1
Does the cardiologist think any permanent damage has been done?,0
The cells can grow into the normal tissue around them and interfere with their functions.,0
We love our cat too and it is so hard to see them sick.,1
I will keep you and your husband in my prayers.,2
"She was indignant, insisted he get the kidney doc on the phone.",0
"From what I heard so far, she had a 5cm tumor,now down to 4cm.branches wrapped around her lung and its stable.",0
Try to stay connected here more to fight the blues.,2
Until an ER doc finally figured out what I have.,0
My mother died 18 years ago and when they gave her chemo it killed her within a week.,1
Please be praying for my Mom too.,1
It's so hard for her to call me and be crying and wanting help and feeling so helpless!,1
It can get very overwhelming at Christmas time.,1
It's the lab in CA that does tthe Oncotype test.,0
My surgeon who did my port today said I'll be on chemo with little side effects.,0
I asked the lung onc to tell me if the lungs were operable and if the radiation is pallative or curable care.,0
This is a great site and such wonderful ladies!,0
"We are a half hour from Cooperstown, are you a baseball fan?",0
The side effects are not as bad as chemo.,0
I developed an infection on the left breast that ended up having to have the left expander removed.,0
She told me about her conversation with the TS and had hoped he would relay her message the way she told him.,0
I think the best advice is to take care of yourself and don't worry about getting things done.,2
"I was diagnosed 6/00, at age 38 4cm lump now stage 4 (bone mets) and lumpectomy from other breast.",0
Nodules that small are very difficult to biopsy.,0
So I called my dr and left a message.,0
like  if someones gonna die in the next month?,1
I know others need to hear some of the HOPE that I have found.,2
"So, you've gone through some sort of breast surgery, ??",0
We are now concentrating on quality of live and palliative care.,0
"Ok, this happened half an hour after my swat from Dear Dean...",0
You have a long life ahead of you be strong and you will get through it.,2
I'm worried it may further impact my dad's health.,1
"I was diagnosed in May 04 with Malignant Pleural effusion, stage IIIb.",0
Had a bone scan yesterday ordered by my rheumatologist.,0
I decided to go for it and would do it again.,0
"Im never going to give up, please continue to pray for him.",1
"I know we all say this, but, just hang in there.",2
"Major surgery isn't fun or easy, but this morning I was at the gym lifting weights.",0
Get colored pencils & some adult coloring books.,0
"But (and it's a big but), knowing what I know now, I would not rest until a biopsy was done.",1
I place you and yours in the loving arms of God.,2
no tumors were found after the pet scan.,0
"BUT, as the ladies have said, the next phase will be easier.",2
"If she does not like her doctor, go shopping for another one.",0
I had been on Arimidex for almost 18 months when the cancer returned in my bones.,0
but wasnt able to wake up in his hotel room.,0
"I forced them down, also some rice krispies.",0
My grandchildren were a great support to me.,0
"Oh how wonderful for you, it is so nice to see good things happen to good people",2
"Please come to my virtual CHAT ROOM 24/7 beginning July 24, 2008 where you can join in the LC survivors chat forum.",0
We were very close and he was a wonderful person.,1
GRRR IM so computer stupid it is sad,1
I don't know if it's the avatar you have but they are always good.,0
Will try some of the suggestions offered here.,0
I had left lower lobectomy done in Feb. 2013.,0
I received lots of Great advice from this site prior to the treatment.,0
Just wanted to send best wishes for the bone scan too!,2
She also has a sore scalp and can feel small pimple like spots which are tender to touch.,0
I completed tx for the anal cancer on 6-30-09 and had the vats on 9-23-10.,0
All we have around here is a bunch of them all over the place for ladies and breast cancer.,0
What a sweet and touching thing to do.,0
"I am so sorry that I don't have ""magic"" for you or your situation, sadly, there is no rational reason why people act out in cruelty and show no compassion.",2
This morning I could hardly get out of bed.,1
The last CT scan showed another 9mm spot next to where they removed the first one and also 2 lymph nodes enlarged now.,0
"So, ONE big bonus from rads, no shaving.",0
"That said, you cant be expected to give your all without caring for your own well being.",2
Then throw in the treatment and the worry of missing too much work.,1
"This is an extremely small nodule, if 3mm is what you meant and not 3cm.",0
I was pretty suspicious about my hair before I started ever started Arimidex and I'm pretty convinced it's Taxotere.,0
"For me, the lungs were very sore, and all those muscles were destroyed.",1
"If this works, maybe it will help all of us.",2
I had a MRI immediately and it came back fine.,0
The person performing the test is actually talking with you through it and letting you know how long each scan is.,0
Never happened but you know how your mind will make things be true.,2
I was so shocked and surprised and overwhelmed and happy!!!,0
Your fear was the SAME fear we all had.,2
"I could barely taste them anyway, but they helped soothe my throat.",0
I am sorry that you are having problems now emotionallly.,2
My sisters moved away and i was left alone.,1
"If you recall, I too am the youngest of 4 and my father was diagnosed with lung cancer in august 05.",0
The bone scan showed something on my left femur.,0
The side effect that isn't obvious is bone loss.,0
Will keep you in my prayers for Monday's bone scan.,2
I am afraid he is losing his drive to fight.,1
Anyone on taxotere and cytoxan have problems with watery eyes?,0
"Well, I sure do appreciate all of this feedback.",0
Why not put all that time and energy into your recovery?,2
So yeah they don't want to do more scans than I need.,0
I have heard many horror stories about it.,1
He died suddenly at age 70 just like your hubby and we were all worried about her.,1
"CC, beignets and cafe au lait sounds heavenly right now.",0
I too have that issue with my husband.,1
"At least you are able to e-mail her for communication, but, it sounds like another doctor might be better for you.",0
I am keeping you and your family in my prayers…,2
"Around the same time, my dad noticed his breasts and nipples were sore and tender.",0
"He's a good little boy and fears no bear, no raccoon,no possem or cat, he does fear other dogs though....",0
My hair came back curly but very nice.,0
She is handling it much better than me.,0
not because my score was so low but the lab that tests it is the only lab doing this.,0
"It's always better to check with your doctor when something ""new"" pops up.",0
I went from having a core biospy to a lumpectomy in 1 hour .,0
I had the lumpectomy site and then the node site zapped each time.,0
"This practice of misleading news is all too common, and I'm suspicious of most anything until I've verified it with credible sources.",0
It attacked every area where my arthritis hurt really bad.,0
I've heard that they have had great results with it.,0
I'm pretty sure the only lab in the US that does the test is Myriad.,0
I have some fatigue and pink skin so far.,0
"2010, I was diagnosed with Stage 3 testicular cancer that spread into my lymph nodesin my stomach.",0
I will keep all of you in my prayers.,2
Thank you for sharing your story so that others can take hope from it.,0
Do I have to take it always or just during a frlare up?,0
I guess that's a worry because they say you need a support system & a good frame of mind.,0
I recomend you go with someone you can be yourself with.,2
Sometimes legs and feet swell more in the summer.,0
anyway if you find out more i would love to hear about it.,0
My mouth got a little sore so I used Biotene mouth wash that helped.,0
"Some people swear by natural aloe (it is important to stay away from those aloe-based products that contain petroleum), while others use Aquaphor.",0
Just finished my last 12 hour day for a while.,0
"They are still concerned about mets, but now think I may have some sort of rare inflammatory disease.",0
Good luck and you will be in my prayers.,2
I had radiation therapy on my left side since the cancer was on the left side.,0
We are on our way to a Dr at Dana Farber.,0
Of course you will be back on your horse!!,2
I did breathing exercises daily and tried to walk daily.,0
this second onco is draging his feet doing it also.,0
"Kind of like getting PMS cramps, I've to take Tylenol.",0
"I want to apologize for the length of this post, and hope that you will forgive me.",0
I had my last Taxol on May 7th.,0
"However, from what I hear and read the fatigue and shortness of breath can be from the chemo alone.",0
Before we were very busy with doctors appointments.,0
We all can win in this fight as long as we keep fighting.,2
It worked REALLY well and was worth every penny.,0
Consistently all canned soups (and green beans) have very high BPA amounts.,0
Two nodes were taken and they were both negative.,0
Had a bone scan today to see where else in my bones it has spread to.,0
I'm not computer savy enough to figure it out.,0
the picture on my profile was taken just a couple of weeks ago.,0
I pray that you feel better very soon.,2
In sickness and health til death do us part!,2
"The cough is coming back, I'm having chest pain, and I was told there are 2 enlarged lympth nodes in my right lung.",1
Keeping you in my prayers for good results!!,2
"I had a nodule in my lower left lobe, same size as yours.",0
"The third time, a week out I ran low grade fever and had sores in my mouth and throat.",0
"Now, enjoy that visit with your dad and stepmother!",0
I know this is frightening and I know it is such a disappointment.,1
I had a period when I was really angry.,1
Hi I am sorry to read this.,2
The club you really don't want to belong to.,1
Feel better about getting a flu shot now.,0
My dad's clinic really recommends Udderly Smooth brand lotions.,0
I am glad I found this site also.,0
I had 2 and they were very uncomfortable to have in.,0
"My symptoms were shortness of breath, fatigue and clubbing fingers.",0
I took care of things I didn't want my family to worry about.,1
This came from a blog sent to me.,0
"No other real serious problems, except aching joints, etc.",0
I just recently completed chemo and rad (two weeks ago).,0
I currently take oxycodone to supress it but that doesn't work completely.,0
Have no signs of that but I took the diagnoses.,0
I didnt get an autograph but enjoyed talking with him.,0
we can flip the drains over our sholders and walk around that way!,0
"Late in congratulating you, and, am so happy for you!",2
They can test your biobsy from December 8th to confirm the origin of your cancer or if the endometrial is the primary cancer...,0
Your husband is a wise and compassionate man!,2
"Get it checked, don't wait for the rads onc, in fact he might not be the right doc to see.",0
Her lungs were feeling better while she was getting radiation.,0
He has lots of spots in his spine.,0
I am glad the slow recovery was mentioned.,0
On your computer search for Dr remedy.,0
My late wife was advised by her local doctor about becoming chemobrained during her non smokers lung cancer which metatisized to her brain.,0
I have some pain in my shoulder (collar bone) but I just can't go to find out what is going on now.,1
"Just be there with a smile, she will love you for it.",2
That's wonderful news thanks for sharing and caring.,0
if they looked puzzled on what to do next.,0
You are God sent for all of us people who are at a lost with having to deal with cancer!!!,1
Eyelashes were completely gone 8 weeks post chemo,1
The other important recommendation from your doctor will be walking.,0
"If you have questions, or problems,  whatever this message board is a great place too.",0
Your grandchildren are lucky to have you and I know  the future holds only good things.,2
And I thought it was nicely brisk at forty degrees when I took my dog for a walk this morning.,0
So very glad you had good news Praise God and Pink Martini's :),2
I also visit the Inspire web site where there is tons of information and lots of posters.,0
"I've had lung cancer 2 times, 14 years ago in my right lung(entire lower lobe removed).",0
When she measured it was larger than my other arm.,0
"Take it one step at a time, you will make it through the surgeries and treatments.",2
I may have my PS to it as well.,0
"I am NOT compliant, and so, the treatment didn't help much...",1
She is getting very anxius and depressed right now.,1
Only issue is the mets that developed in his lungs but they have never progressed.,0
I'm sorry to hear of your mother-in-law's troubles since her diagnosis  and I sympathize.,2
I said I would quit smoking after they take a lung.,0
This is a very rare and very aggressive cancer.,1
I hate that you are battling mouth sores!,2
My plastic surgeon left it up to me.,0
I was diagnosed w/ stage 1a Endocarcinoma lung cancer..,0
He tried everything doctors suggested and never gave up on life.,1
I have the go ahead to weight train to build up my muscles.,0
My sister was diagnosed in 2001 at age 46.,0
i never sticky beak into other forums on csn.,0
"Hello, been thinking of you today and wishing you well.",2
"As always, you sound very upbeat and like you are handling this very well (and with a plan!).",2
You probably should talk to your doctor about a nerve pill or an antidepressant or something.,0
I lost so much weight and was treated for post traumatic stress disorder.,1
Anyone with high blood pressure needs to be extra careful.,0
May all your wishes & dreams come true for you and may you have many more birthdays to come.,2
"Yes, all over the news he was fine, then its Giselle where is she.",0
Just wanted to see if it affected anyone else that way.,0
Anger being number one Right now I HATE all doctors.,1
May your cancer free life be a very good one.,2
"Meanwhile, my b.f. and I were having some serious issues.",1
She is having pain in her legs and the left side of her chest.,0
Stay connected to the forum,0
I read her interview and she makes it sound 'near death' experience.,1
Perhaps you could persuade him to attend a meeting with other survivors.,0
My normal now is getting up every morning and going to the hospital for my radiation treatment.,0
"And, some red itchy bumps with my boosters.",0
"Both of  you are going through this, even though in very different ways.",2
I have found many scintific reports that backup their clains as to why certain incredients cause cancer cells to stop dividing and die.,0
She seems to be doing very well so far.,0
He is on oxygen and doing chemo once a week.,0
Got lots of Good products and tips from super sweet people.,0
Never be shy about calling the nurse or pa to ask questions if you need an answer Or more explanation.,0
I had a biopsy and then a partial mastectomy to get clear margins.,0
Mass is 3cm by 3cm In upper left lung.,0
"I didn't want to sound so vain, but it's been a pain from the start.",1
"Said "" your cancer free, but we found isolated cells in one of your lymphnodes, I almost burst out crying.",1
"I had double mastectomy on 7/11 of this year, PET scan 8/26 showed spot on sternum.",0
It is not only for end of life care.,1
I will talk to onoc on Weds when i c her.,0
"Bravery is not the absence of fear, it is doing what has to be done anyway.",2
cause you will find encouragement and uplifting words from your sisters here~ It's okay to party~ just not for a long time.,2
"The problem with any nicotine replacement therapy (patches, gum, lozenges, etc.",0
"I just completed the 4th cycle, 2 more to go!!",0
"Within 12 days of finding it, I was having a mastectomy.",0
i kept it on allthe time except for an hour a day.,0
I lost 20 lbs on the AC treatments.,0
(At least I think I remember having to give an e-mail addy.),0
We are bringing him home to pass away.,1
"I too had Adenocarcinoma in the very top of my left lung in 1987, they removed the top half of the lung.",0
"Well, sometimes being honest means it isn't always positive and can be very dark.",0
Hi You can try to stay positive by having faith.,2
"I have one tumor in my lung and several""spots"" on my spine.",0
The only thing you can really do is to support her.,2
dad was just dx through CAT scan with probable adenocarcinoma.,0
Many years ago my aunt was diagnosed with uterine cancer.,0
"I find your post very helpful and encouraging, thank you.",0
The nurses & techs were overall very helpful.,0
I have been watching to see if you have gotten an update since your MRI.,0
It has been a year and a half since my father in law was diagnosed with terminal stage 4 lung cancer.,0
My doctors all told me to stay away from the internet.,0
The Taxol is very different from the A/C.,0
"hi I live in Arizona, too.",0
First the hour long one to try to rule out cancer.,0
When I get like this about small things I can also fail to pay attention to big things.,1
I have been his caregiver since day one when he got diagnosed on 3/3/11.,1
I am on this site investigating some information on lung cancer for my husband when I see your message.,0
What I got out of her was that she had invasive in situ breast cancer.,0
"Like you, I'm active, thin, thought I was healthy.",0
You learn to thank God (either litterally or figurtively whatever you believe) for every day.,2
nurse said headaches were a side effect of avastin.,0
This is horrible news to hear and I am in tears as I write this.,1
You KNOW that we are all a very wise group here.,0
"I also went through this with my husband, but from the diagnosis till he died it was only 2 months.",1
All us wall-flowers right now admire your moves and know our time will come.,2
I will pray for rest ( for both of you) and restoration!,2
Thank you so much for the information and for the support.,0
The problem is I see that my dad is failing more and more and yet we can't discuss it.,1
Lung cancer matastasis to the bone and brain makes this stage IV.,1
My mom must have travelled for more than 30 years with one big trip every year and smaller ones thrown into the mix.,0
Take an hour and read all this post people write about different subjects.,0
Maybe start with a half hour and see what happens.,0
Your surgeon will tell you when to start exercises.,0
"Keep fighting for him, our caregivers are our Angels on Earth!",1
He used it for 3 days and now only uses it every other day or so.,0
So sorry to hear about your friends problem.,2
Did you get the numbness under your armpit and down your arm?,0
"Little tender, but I am glad to see the old dark brown peel away.",0
"Before this week, I was sometimes actually able to have moments, and later hours of joy, forgetting about this monster.",1
I think the doctors will order the tests that will determine the diagnosis.,0
It sounds like you guys worked out a way to treat your wifes cancer along with traditional treatment that worked for her.,0
Good luck to you with whatever you decide.,2
"the sides are tired, throat was sore, and rash.",0
My fever has come down some to 99 but my ribs still hurt a lot.,1
"I'll continue to HOPE, with all my heart...",1
That one worked but many others are not.,0
I had a malignant pleural effusion which was treated on 1/06/06 by thoracentesis and a pleurodesis.,0
all metastices are treated the same as the primary.,0
"My sons are grown, so I only had to worry about myself.",1
"During my surgeries, I took things hour by hour.",0
I had 4 rounds of Taxol / Carboplatin.,0
Prior to the Opdivo i had 3 cyberknife sessions on a left lung spot 12mm.,0
I am normally on the Head & Neck site but because of problems with my Lungs I lurk over here a lot as well.,0
They were going to do the next one tomorrow (that makes me a little emotional) but my body had different plans.,1
my onc prescribed 2 other anti nausea meds.,0
"I wanted to write back, had started to write and my computer messed up ,sorry.",0
"And yes, Tylenol about an hour before can be very helpful.",0
Just takin it day by day and sometimes hour by hour.,1
So sorry Sunrae that your chemo plan has been changed.,2
So far his major complaint has been fatigue.,0
I am going to think positive thoughts your way that it is a simple infection.,2
Thankfully they don't do any spraying on the flights to SA.,0
The problem is that they just can't see exactly which cells are cancer cells and which are normal when they are operating.,0
Solid malignancies show the cancer cells invading surrounding tissue.,0
I did not have rads (which im not complaining about) and some of you are close to my diaganosis and have had it.,0
I've been living and thriving with stage 4 lung cancer for 4.5+ years.,0
Everything else is healing well but the soreness on the left side of my left breast concerns me.,1
Don't listen to those that say u will die soon.,2
I have 4 more rads to go and so far I'm only a bit pink and have some tightness in my chest.,0
)I do a circuit training program and yoga.,0
"And look at your husband, he looks so proud of you.",2
As i have read your stories here i am shocked.,2
"Additionally, he has become very fatigue and said if he sits or lies down he will fall asleep.",1
Meanwhile I'll continue eating all the antinutritious stuff I've been eating all through treatment and remission.,0
At times I've left contact up to them.,0
"An hour or so to Albany, Syracuse, Utica.",0
Just don't let it interfere with spending time with your dad.,2
I am the type who probably would have forgotten to take anything ahead of time.,1
That is so nice of you two!,0
Anyone else have low-med onco score and not doing chemo?,0
"So, I am beginning to think it is the 30 mg oxycondone she is taking every 4 hrs for pain.",0
"I am so sorry for the reason your here, but I'm very glad that you found this amazing group of people.",2
OMG I was in MRI for 1 hour 45 minutes for a view of the spine.,1
"Welcome to the greatest board around, Chris, and here's hoping you will come here often and as needed.",0
The PD1 trial has worked well for others in your position.,0
My MO even said it was one thing I could continue with even on chemo.,0
"Keep laughing and sharing fun with your hubby, even if it's at the doctors' side (or arse).",2
He is awesome and does a fantastic job!,0
Had initially Grade 1 Stage 1 then went to Stage 2.,0
I hope that the radiation will not further irritate a very serious problem.,1
"So, being since I've been there and am here now, I would say it is beatable.",2
Think my BS Detection Equipment must be on the blink,0
"I guess I cannot guess and will need to wait until Thursday, so that is what I will do.",0
"My husband has just been found to have a carcinoid tumor on his right lung, he is 34 yrs old.",0
"However, she is very skinny, cannot swallow and sometimes is very confused.",1
These are words I took from a book marker I received.,0
Will it take a while for them to take shape??,0
Use as many as you need because with all of your sisters here there are plenty to go around.,0
"At 59, I had my entire left lung removed.",0
I usually go on in the evening anywhere between 8:00 and 9:00 and there are usually people in there.,0
the surgon said it was a very serious operation and would have too remove a rib.,1
Had a pet scan 5 months ago found a spot on left lower lung,0
We will be hoping and praying right along with you.,2
"Hi, I had surgury Oct 30th 2015 on lower left lobectomy.",0
I had another recurrence on both lungs diagnosed in Jan. 2003.,1
I pray all goes well and very successful!,2
would love to hear from others with Stage III adenocarcinoma that cannot be operated on.,0
I had know idea that Lc was called the silent killer.,1
My tumors were all removed and I had some microscopic cancer cells in the lymph nodes.,0
"I wondered if you would mind sharing your experience so far, and your thoughts on someone 82 yrs old facing what you've dealt with.",1
"Now that they followed up with a new scan, the tumor has grown too much for the surgery.",1
"I'm sure your Mom is at peace now and no longer suffering with ""the beast disease.""",2
I appreciate your birthday wishes and am happy to have all of you celebrate with me.,0
Good news about clean margins and your nodes were clean too!,2
"1st surgery in Dec. 2008, reconstruction surgery was summer of 2009.",0
Anyone out there with info about the pain after surgery.,1
wow reading all about the natural stuff is interesting.,0
I would sooner err on the side of caution than regret it later.,1
Part of my lung was removed along with several suspicious lymph nodes.,0
Please let us know what is going on with you.,2
So you see we all make decisions about our cancer treatment.,2
"My surgeon is a specialist in lung cancer and does the VATS procedure, as well as the traditional.",0
I even saw a woman smoking through a trach hole in her throat once.,0
"Really sorry that you have burns, but, congratulating you for finishing rads!",2
My onc says it attacks the small joints.,0
"He had radiation to the spine, which did nothing.",1
I think it's wonderful that you reach out to the homeless and I'm sure she appreciated you sharing your story.,2
"Stay strong NayPaul, recovery is at the end of that rainbow.",2
"The doctors have him on a heavy amount of medicines before he goes to the oncologist in Blue Ridge,Georgia week after next.",0
My last round was in August 2010 and I have been dancing with NE(A)D since then.,0
"You get sick easier, you get well slower.",2
"Well Done, A very tender half hug to you, Luv Jxxxxxxxx",2
I know you can't be laughing at the very serious subject of those ornery eyebrow hairs that insist on popping up on my chin.....,0
I was very sick from this chemo but just eat anything you can get into your system.,2
I started with cisplatnum but crashed on it and switched to carboplatnum and also added taxol.,0
He also has a fungus infection in his lung.,0
I was in your shoes several weeks ago.,2
I am so very sorry you are going thru this.,2
Give her thin legs a rubdown of keri lotion.,0
Thinking back to my lumpectomies I remember this happening.,2
Hope it is good news with the path report.,2
"You have such a great attitude, I certainly hope I can maintain something like that as I go down my path.",2
Depression is a real post active treatment problem.,2
"I also had a chocolate facial, oh my!",0
Both times the lumps were the size of the end of my baby finger.,0
The surgeon wants me to have 2 pints of my own blood incase I need a transfusion during surgery.,0
Sunrae that is excellent news makes the year worth it.,2
Happy Birthday a small milestone and one to celebrate.,2
"Thanks for taking the time to respond , hope you all are enjoying a wonderful weekend!",0
Because she didnt want to be treated differently.,0
It is interesting as it came in grey and has turned to a medium brown which I hadn't seen for years.,0
"I mean, lower estrogen DOES cause memory loss!",0
"In order to do that, I woke up @ 5am.",0
I'm triple positive invasive right breast ductal carcinoma.,0
I had been going bald or with my stubbles since day one when I was at home.,1
"My mom always says to me, ""everything is for humans, suffering and joy, all emotions and experiences.""",1
There are many possibilities that need to be addressed.,0
"Caressed her face, talked with her, laughed with her, cried alone....",1
It seem like you are a strong woman and deal with everything with a positive attitude good luck and stay strong.,2
"Yes, my dad and I are very close, just like you and your dad.",2
Blessed to have avoided both radiation and chemo by having bilateral mast.,0
"My mom died from lung cancer on Jan. 19, 2001.",1
this site is wonderful for that and not just cancer patients but also their caregivers.,0
It is not uncommon for them to do another mammogram and a sonagram to get a better look.,0
I am looking for inputs comments on any studies done on positive effects of special diets followed long term after diagnosis.,0
I guess at times im having my pitty party too...,0
Plus the fact that there is still so much breast tissue in the way with just a lumpectomy.,0
I'm so sorry to hear about this.,2
Just would like to talk to people who know what it's like.,1
He has been through 4 types of chemo with no luck.,1
I fear the unknown because although people can tell me what it's like I'll only know what it's like for me when it happens.,1
My 88-year old dad was just diagnosed with sclc by biopsy.,1
"Amen RE, thank you for posting the gospel truth!",0
my mom lost over 80 lbs before she started gaining weight again.,0
What a wonderful gift your dear wife Renee left for you on her nightstand.,0
"There is also mild dependent subsegmental atelecrasis bilaterally.""",0
Hoping your days without chemo give you quality of time with your family.,2
"My buddy means the world to me and if there's any hope at all, I need to hear about it.",1
"Not enough time to change our minds, second guess decisions, etc.",0
Had immediate breast reconstruction (implants) 4 rounds of chemo.,0
They are not treated as human beings in there.,1
I'm more than 2 years down the road now and I have no signs of any cancer returning.,0
"We are all here for you to help you through, Hugs",2
I had my upper left lobe removed on 7/7/09.,0
"And he hates us nagging him, I dont want to make him more mad so I dont ask.",1
Together they can move mountains or be insidiously evil.,2
"I have another surgery this coming Friday, so I guess we'll be healing ""together"".",2
I appreciate anything about this subject matter Thank you!,0
He proceed with 3 chemo treatments and then everything fell apart.,1
"Yeah, well, normal feels like crap right now!",1
"Hi,  I'm sorry to hear the bad news.",2
I pray that is all it is is a worry and you can be reassured with a check up by a qualified cancer Dr.,2
I guess her doctors felt don't ask don't tell.,1
"I am a ""sub"" for a bunco group here.",0
Vitamin b12 is left the same to 1000 units a day.,0
"Both parents smoked, I just lost my father last April to lung cancer.",1
"Hi all, BC survivor of 2 years.",0
I can't wait to read your book as well.,0
Cll was Dx'd because of blood work that was run to determine why my entire body is in pain...,0
"I got very brown and rather tired in the evening, but slept well every night.",0
"My oncologist tried to ignore my complaints but i insisted and she finally admitted , it was from the chemo.",1
I will not give up my fight to beat this .Dont look back concentrate on the moment to move forward.,2
"We could all say, ""What If"" but the truth is a week, a month does not matter, does not change things much at all.",1
"To help with scalp soreness, I've been using cocoa butter soap on my head.",0
